Geo_GEOID,Pop_Poverty
14000US36047101800,117
14000US36047102000,75
14000US36047102200,115
14000US36047102400,297
14000US36047102600,106
14000US36047102801,62
14000US36047102802,0
14000US36047103401,1458
14000US36047103402,0
14000US36047105801,2223
14000US36047105804,1540
14000US36047107001,623
14000US36047107002,0
14000US36047107003,0
14000US36047107800,529
14000US36047109800,583
14000US36047110400,953
14000US36047110600,1738
14000US36047111000,983
14000US36047111600,684
14000US36047111800,913
14000US36047112000,857
14000US36047112200,1050
14000US36047112400,682
14000US36047112600,903
14000US36047112800,1303
14000US36047113000,732
14000US36047113200,194
14000US36047113400,1064
14000US36047114201,377
14000US36047114202,736
14000US36047114400,905
14000US36047114600,527
14000US36047115000,535
14000US36047115200,563
14000US36047115600,1743
14000US36047115800,661
14000US36047116000,574
14000US36047116200,736
14000US36047116400,491
14000US36047116600,360
14000US36047116800,396
14000US36047117000,902
14000US36047117201,532
14000US36047117202,345
14000US36047117400,782
14000US36047117601,428
14000US36047117602,443
14000US36047117800,375
14000US36047118000,0
14000US36047118201,483
14000US36047118202,729
14000US36047118400,854
14000US36047118600,217
14000US36047118800,1018
14000US36047119000,785
14000US36047119200,676
14000US36047119400,2077
14000US36047119600,1233
14000US36047119800,1037
14000US36047120000,818
14000US36047120200,621
14000US36047120801,931
14000US36047120802,1210
14000US36047120803,307
14000US36047121000,2538
14000US36047121400,2073
14000US36047122000,1338
14000US36047123700,3798
14000US36047150200,108
14000US36047152200,65
14000US36047990100,0
14000US36061000100,0
14000US36061000201,1358
14000US36061000202,2033
14000US36061000500,0
14000US36061000600,3974
14000US36061000700,599
14000US36061000800,2542
14000US36061000900,147
14000US36061001001,21
14000US36061001002,2066
14000US36061001200,1043
14000US36061001300,212
14000US36061001401,232
14000US36061001402,672
14000US36061001501,673
14000US36061001502,775
14000US36061001600,1166
14000US36061001800,1577
14000US36061002000,2084
14000US36061002100,79
14000US36061002201,2089
14000US36061002202,464
14000US36061002400,2519
14000US36061002500,2616
14000US36061002601,1176
14000US36061002602,607
14000US36061002700,293
14000US36061002800,1133
14000US36061002901,39
14000US36061002902,1347
14000US36061003001,788
14000US36061003002,560
14000US36061003100,161
14000US36061003200,1298
14000US36061003300,56
14000US36061003400,2092
14000US36061003601,518
14000US36061003602,717
14000US36061003700,125
14000US36061003800,1037
14000US36061003900,215
14000US36061004001,237
14000US36061004002,686
14000US36061004100,1109
14000US36061004200,298
14000US36061004300,587
14000US36061004400,2379
14000US36061004500,85
14000US36061004700,123
14000US36061004800,347
14000US36061004900,431
14000US36061005000,223
14000US36061005200,115
14000US36061005400,278
14000US36061005501,351
14000US36061005502,224
14000US36061005600,735
14000US36061005700,74
14000US36061005800,491
14000US36061005900,186
14000US36061006000,110
14000US36061006100,103
14000US36061006200,804
14000US36061006300,353
14000US36061006400,1006
14000US36061006500,363
14000US36061006600,1189
14000US36061006700,168
14000US36061006800,728
14000US36061006900,114
14000US36061007001,299
14000US36061007002,287
14000US36061007100,360
14000US36061007200,363
14000US36061007300,397
14000US36061007400,211
14000US36061007500,180
14000US36061007600,248
14000US36061007700,419
14000US36061007800,546
14000US36061007900,471
14000US36061008000,177
14000US36061008100,376
14000US36061008200,177
14000US36061008300,828
14000US36061008400,181
14000US36061008601,368
14000US36061008602,0
14000US36061008603,120
14000US36061008700,663
14000US36061008800,184
14000US36061008900,550
14000US36061009000,900
14000US36061009100,894
14000US36061009200,44
14000US36061009300,918
14000US36061009400,0
14000US36061009500,139
14000US36061009600,0
14000US36061009700,641
14000US36061009800,836
14000US36061009901,121
14000US36061009902,71
14000US36061009903,104
14000US36061010000,95
14000US36061010100,217
14000US36061010200,25
14000US36061010300,254
14000US36061010400,79
14000US36061010601,227
14000US36061010602,121
14000US36061010801,71
14000US36061010802,170
14000US36061010803,47
14000US36061010900,43
14000US36061011000,343
14000US36061011100,449
14000US36061011201,38
14000US36061011202,14
14000US36061011203,25
14000US36061011300,54
14000US36061011401,59
14000US36061011402,86
14000US36061011500,616
14000US36061011600,290
14000US36061011700,217
14000US36061011800,634
14000US36061011900,495
14000US36061012000,258
14000US36061012101,629
14000US36061012102,452
14000US36061012200,99
14000US36061012400,362
14000US36061012500,300
14000US36061012601,445
14000US36061012602,342
14000US36061012700,932
14000US36061012800,400
14000US36061012901,541
14000US36061012902,385
14000US36061013000,44
14000US36061013100,285
14000US36061013201,156
14000US36061013202,238
14000US36061013203,173
14000US36061013300,881
14000US36061013400,1318
14000US36061013501,806
14000US36061013502,1242
14000US36061013601,130
14000US36061013602,111
14000US36061013603,14
14000US36061013604,297
14000US36061013700,432
14000US36061013800,818
14000US36061013900,815
14000US36061014000,344
14000US36061014200,268
14000US36061014300,0
14000US36061014401,131
14000US36061014402,159
14000US36061014500,380
14000US36061014601,439
14000US36061014602,492
14000US36061014700,168
14000US36061014801,69
14000US36061014802,526
14000US36061014900,586
14000US36061015001,94
14000US36061015002,138
14000US36061015101,454
14000US36061015102,1368
14000US36061015200,1194
14000US36061015301,183
14000US36061015302,165
14000US36061015401,203
14000US36061015402,69
14000US36061015403,475
14000US36061015501,239
14000US36061015502,409
14000US36061015601,474
14000US36061015602,667
14000US36061015700,570
14000US36061015801,160
14000US36061015802,311
14000US36061015900,564
14000US36061016001,96
14000US36061016002,113
14000US36061016100,406
14000US36061016200,2877
14000US36061016300,225
14000US36061016400,3054
14000US36061016500,630
14000US36061016600,1790
14000US36061016700,559
14000US36061016800,1992
14000US36061016900,859
14000US36061017000,1455
14000US36061017100,1006
14000US36061017200,1389
14000US36061017300,606
14000US36061017401,1521
14000US36061017402,607
14000US36061017500,351
14000US36061017700,905
14000US36061017800,933
14000US36061017900,737
14000US36061018000,2744
14000US36061018100,687
14000US36061018200,2608
14000US36061018300,634
14000US36061018400,2268
14000US36061018500,337
14000US36061018600,2261
14000US36061018700,894
14000US36061018800,1824
14000US36061018900,4006
14000US36061019000,744
14000US36061019100,791
14000US36061019200,1957
14000US36061019300,2194
14000US36061019400,2238
14000US36061019500,951
14000US36061019600,1522
14000US36061019701,190
14000US36061019702,457
14000US36061019800,163
14000US36061019900,1247
14000US36061020000,318
14000US36061020101,67
14000US36061020102,576
14000US36061020300,283
14000US36061020500,167
14000US36061020600,843
14000US36061020701,580
14000US36061020800,979
14000US36061020901,1147
14000US36061021000,2554
14000US36061021100,2011
14000US36061021200,501
14000US36061021303,1148
14000US36061021400,355
14000US36061021500,965
14000US36061021600,1877
14000US36061021703,0
14000US36061021800,1092
14000US36061021900,2879
14000US36061022000,1112
14000US36061022102,159
14000US36061022200,837
14000US36061022301,1315
14000US36061022302,925
14000US36061022400,2410
14000US36061022500,2652
14000US36061022600,1185
14000US36061022700,1463
14000US36061022800,1174
14000US36061022900,2386
14000US36061023000,2384
14000US36061023100,1659
14000US36061023200,3343
14000US36061023300,1232
14000US36061023400,1369
14000US36061023501,1162
14000US36061023502,383
14000US36061023600,1392
14000US36061023700,2070
14000US36061023802,491
14000US36061023803,174
14000US36061023804,243
14000US36061023900,525
14000US36061024000,1162
14000US36061024100,1237
14000US36061024200,1373
14000US36061024301,716
14000US36061024302,3342
14000US36061024500,2937
14000US36061024700,1179
14000US36061024900,188
14000US36061025100,855
14000US36061025300,2254
14000US36061025500,1288
14000US36061025700,428
14000US36061025900,423
14000US36061026100,2666
14000US36061026300,2253
14000US36061026500,767
14000US36061026700,215
14000US36061026900,1808
14000US36061027100,1522
14000US36061027300,295
14000US36061027500,160
14000US36061027700,2385
14000US36061027900,2217
14000US36061028100,118
14000US36061028300,1220
14000US36061028500,1796
14000US36061028700,557
14000US36061029100,2863
14000US36061029300,1717
14000US36061029500,628
14000US36061029700,0
14000US36061029900,1209
14000US36061030300,404
14000US36061030700,386
14000US36061030900,3921
14000US36061031100,0
14000US36061031703,171
14000US36061031704,479
14000US36061031900,0
14000US36081000101,84
14000US36081000102,80
14000US36081000103,0
14000US36081000104,147
14000US36081000200,298
14000US36081000400,397
14000US36081000600,498
14000US36081000701,37
14000US36081000702,174
14000US36081000800,170
14000US36081001000,408
14000US36081001200,212
14000US36081001400,310
14000US36081001600,73
14000US36081001800,373
14000US36081001901,20
14000US36081001902,351
14000US36081001903,156
14000US36081002000,130
14000US36081002200,251
14000US36081002400,272
14000US36081002500,2305
14000US36081002600,76
14000US36081002800,349
14000US36081003000,192
14000US36081003100,106
14000US36081003200,555
14000US36081003301,176
14000US36081003302,252
14000US36081003400,573
14000US36081003600,314
14000US36081003700,0
14000US36081003800,430
14000US36081003900,107
14000US36081004001,287
14000US36081004002,156
14000US36081004200,458
14000US36081004300,775
14000US36081004401,885
14000US36081004500,199
14000US36081004700,498
14000US36081005000,0
14000US36081005100,191
14000US36081005200,272
14000US36081005300,449
14000US36081005400,827
14000US36081005500,96
14000US36081005700,668
14000US36081005800,841
14000US36081005900,194
14000US36081006100,365
14000US36081006201,429
14000US36081006202,1227
14000US36081006300,638
14000US36081006501,331
14000US36081006502,759
14000US36081006900,517
14000US36081007100,299
14000US36081007300,398
14000US36081007500,489
14000US36081007700,346
14000US36081007900,613
14000US36081008100,119
14000US36081008300,160
14000US36081008500,291
14000US36081008600,314
14000US36081008700,1494
14000US36081008800,348
14000US36081009100,168
14000US36081009400,504
14000US36081009500,156
14000US36081009600,241
14000US36081009700,329
14000US36081009800,254
14000US36081009900,0
14000US36081010000,378
14000US36081010100,164
14000US36081010200,345
14000US36081010300,612
14000US36081010400,176
14000US36081010500,878
14000US36081010600,333
14000US36081010701,0
14000US36081010800,497
14000US36081011000,199
14000US36081011100,258
14000US36081011200,302
14000US36081011300,360
14000US36081011400,155
14000US36081011500,121
14000US36081011600,308
14000US36081011700,369
14000US36081011800,339
14000US36081011900,109
14000US36081012000,371
14000US36081012100,125
14000US36081012200,487
14000US36081012301,256
14000US36081012400,240
14000US36081012500,43
14000US36081012601,207
14000US36081012602,286
14000US36081012800,219
14000US36081013000,273
14000US36081013200,339
14000US36081013400,598
14000US36081013500,87
14000US36081013600,125
14000US36081013700,59
14000US36081013800,307
14000US36081014000,174
14000US36081014100,186
14000US36081014201,828
14000US36081014202,393
14000US36081014300,522
14000US36081014400,453
14000US36081014500,263
14000US36081014700,220
14000US36081014800,270
14000US36081014900,48
14000US36081015000,340
14000US36081015100,183
14000US36081015200,404
14000US36081015300,176
14000US36081015400,184
14000US36081015500,93
14000US36081015600,424
14000US36081015700,113
14000US36081015801,528
14000US36081015802,208
14000US36081015900,344
14000US36081016100,184
14000US36081016300,784
14000US36081016400,326
14000US36081016600,429
14000US36081016800,510
14000US36081016900,401
14000US36081017000,439
14000US36081017101,0
14000US36081017102,18
14000US36081017200,321
14000US36081017400,174
14000US36081017600,334
14000US36081017800,148
14000US36081017901,413
14000US36081017902,5
14000US36081018000,284
14000US36081018101,584
14000US36081018102,232
14000US36081018200,430
14000US36081018300,404
14000US36081018401,289
14000US36081018402,269
14000US36081018501,346
14000US36081018502,146
14000US36081018600,73
14000US36081018700,237
14000US36081018800,217
14000US36081018900,210
14000US36081019000,176
14000US36081019200,92
14000US36081019400,272
14000US36081019600,512
14000US36081019800,262
14000US36081019901,15
14000US36081019902,0
14000US36081019903,0
14000US36081020200,82
14000US36081020400,409
14000US36081020500,191
14000US36081020600,141
14000US36081020800,278
14000US36081021200,813
14000US36081021400,1795
14000US36081021601,174
14000US36081021602,292
14000US36081021603,0
14000US36081021900,0
14000US36081022001,831
14000US36081022002,762
14000US36081022900,0
14000US36081023000,194
14000US36081023200,668
14000US36081023501,540
14000US36081023502,284
14000US36081023600,458
14000US36081023800,839
14000US36081024000,1257
14000US36081024300,238
14000US36081024500,351
14000US36081024600,0
14000US36081024700,120
14000US36081024900,648
14000US36081025100,349
14000US36081025301,321
14000US36081025302,393
14000US36081025401,564
14000US36081025402,732
14000US36081025500,121
14000US36081025700,116
14000US36081025800,286
14000US36081025900,395
14000US36081026000,217
14000US36081026100,626
14000US36081026200,127
14000US36081026300,178
14000US36081026400,307
14000US36081026501,490
14000US36081026502,59
14000US36081026600,375
14000US36081026700,717
14000US36081026901,358
14000US36081026902,442
14000US36081027000,85
14000US36081027101,717
14000US36081027102,188
14000US36081027200,119
14000US36081027301,765
14000US36081027302,885
14000US36081027400,310
14000US36081027500,970
14000US36081027600,58
14000US36081027701,585
14000US36081027702,399
14000US36081027800,612
14000US36081027900,622
14000US36081028000,81
14000US36081028100,819
14000US36081028200,194
14000US36081028300,1154
14000US36081028400,166
14000US36081028500,464
14000US36081028700,1253
14000US36081028801,86
14000US36081028802,155
14000US36081028803,0
14000US36081028900,434
14000US36081029100,359
14000US36081029300,54
14000US36081029400,499
14000US36081029500,293
14000US36081029700,103
14000US36081029900,0
14000US36081030600,582
14000US36081030903,282
14000US36081030904,233
14000US36081030905,451
14000US36081030906,360
14000US36081031700,131
14000US36081032000,547
14000US36081032700,648
14000US36081032800,163
14000US36081032900,285
14000US36081033000,489
14000US36081033100,0
14000US36081033401,319
14000US36081033403,402
14000US36081033404,551
14000US36081033405,52
14000US36081033700,69
14000US36081033900,614
14000US36081034700,355
14000US36081035100,389
14000US36081035200,243
14000US36081035300,317
14000US36081035700,520
14000US36081035800,372
14000US36081036100,248
14000US36081036300,199
14000US36081036500,492
14000US36081036600,285
14000US36081036700,369
14000US36081036800,220
14000US36081037100,96
14000US36081037300,319
14000US36081037501,346
14000US36081037502,355
14000US36081037600,397
14000US36081037700,480
14000US36081037900,984
14000US36081038100,1158
14000US36081038301,0
14000US36081038302,0
14000US36081038400,116
14000US36081039400,517
14000US36081039800,141
14000US36081039901,55
14000US36081039902,390
14000US36081040000,89
14000US36081040101,355
14000US36081040102,662
14000US36081040200,86
14000US36081040301,489
14000US36081040302,657
14000US36081040400,441
14000US36081040501,120
14000US36081040502,172
14000US36081040701,818
14000US36081040702,862
14000US36081040901,214
14000US36081040902,513
14000US36081041100,645
14000US36081041300,1382
14000US36081041400,727
14000US36081041500,678
14000US36081042400,171
14000US36081042600,113
14000US36081042700,1192
14000US36081043200,79
14000US36081043400,128
14000US36081043701,544
14000US36081043702,1204
14000US36081043900,881
14000US36081044000,448
14000US36081044301,1154
14000US36081044302,521
14000US36081044400,793
14000US36081044601,423
14000US36081044602,1581
14000US36081044800,655
14000US36081045000,193
14000US36081045200,112
14000US36081045400,717
14000US36081045500,2760
14000US36081045600,191
14000US36081045700,437
14000US36081045800,50
14000US36081045900,372
14000US36081046000,558
14000US36081046100,299
14000US36081046200,606
14000US36081046300,434
14000US36081046400,178
14000US36081046500,411
14000US36081046600,391
14000US36081046700,649
14000US36081046800,430
14000US36081046901,529
14000US36081046902,494
14000US36081047000,533
14000US36081047100,617
14000US36081047200,68
14000US36081047300,402
14000US36081047500,472
14000US36081047600,55
14000US36081047801,476
14000US36081047802,51
14000US36081047900,915
14000US36081048000,110
14000US36081048100,754
14000US36081048200,115
14000US36081048301,370
14000US36081048302,144
14000US36081048400,306
14000US36081048500,381
14000US36081048900,162
14000US36081049201,133
14000US36081049202,686
14000US36081049301,252
14000US36081049302,466
14000US36081049500,98
14000US36081049600,241
14000US36081049700,54
14000US36081049900,329
14000US36081050000,482
14000US36081050201,141
14000US36081050202,108
14000US36081050400,185
14000US36081050500,163
14000US36081050600,128
14000US36081050700,459
14000US36081050800,241
14000US36081051000,239
14000US36081051100,103
14000US36081051200,136
14000US36081051300,314
14000US36081051500,193
14000US36081051600,267
14000US36081051700,136
14000US36081051800,186
14000US36081052000,85
14000US36081052100,215
14000US36081052200,142
14000US36081052400,303
14000US36081052500,230
14000US36081052600,130
14000US36081052800,58
14000US36081053000,43
14000US36081053100,259
14000US36081053200,167
14000US36081053401,62
14000US36081053501,108
14000US36081053502,0
14000US36081053601,346
14000US36081053800,202
14000US36081053901,298
14000US36081053902,0
14000US36081054000,661
14000US36081054200,442
14000US36081054500,545
14000US36081054700,443
14000US36081054800,177
14000US36081054900,703
14000US36081055100,536
14000US36081055200,187
14000US36081055300,405
14000US36081055400,240
14000US36081055500,315
14000US36081055600,162
14000US36081055700,399
14000US36081055800,195
14000US36081055900,271
14000US36081056000,8
14000US36081056100,0
14000US36081056200,92
14000US36081056400,76
14000US36081056500,118
14000US36081056600,303
14000US36081056700,142
14000US36081056800,106
14000US36081057700,705
14000US36081057900,158
14000US36081058000,277
14000US36081058100,221
14000US36081058200,206
14000US36081058300,82
14000US36081058500,505
14000US36081058700,161
14000US36081058900,1078
14000US36081059000,52
14000US36081059100,317
14000US36081059200,133
14000US36081059300,527
14000US36081059400,22
14000US36081059501,303
14000US36081059502,607
14000US36081059600,92
14000US36081059800,35
14000US36081059900,232
14000US36081060000,17
14000US36081060100,324
14000US36081060300,328
14000US36081060600,112
14000US36081060701,0
14000US36081060800,74
14000US36081061000,51
14000US36081061200,5
14000US36081061301,533
14000US36081061302,0
14000US36081061400,82
14000US36081061601,75
14000US36081061602,33
14000US36081061800,173
14000US36081061900,129
14000US36081062000,98
14000US36081062100,181
14000US36081062200,126
14000US36081062300,267
14000US36081062400,0
14000US36081062500,175
14000US36081062600,243
14000US36081062700,183
14000US36081062900,91
14000US36081063000,38
14000US36081063200,83
14000US36081063301,99
14000US36081063302,49
14000US36081063500,506
14000US36081063700,278
14000US36081063800,167
14000US36081063900,193
14000US36081064101,137
14000US36081064102,0
14000US36081064500,471
14000US36081064600,119
14000US36081065000,186
14000US36081065401,137
14000US36081065402,0
14000US36081065501,0
14000US36081065600,307
14000US36081065702,149
14000US36081065703,111
14000US36081065900,34
14000US36081066000,181
14000US36081066100,25
14000US36081066301,38
14000US36081066302,0
14000US36081066401,55
14000US36081066402,196
14000US36081066403,1004
14000US36081066404,0
14000US36081066501,248
14000US36081066701,265
14000US36081066900,36
14000US36081067100,90
14000US36081067700,54
14000US36081067900,429
14000US36081068000,278
14000US36081068200,56
14000US36081068300,485
14000US36081068700,335
14000US36081069000,168
14000US36081069300,224
14000US36081069400,395
14000US36081069500,291
14000US36081069701,538
14000US36081069702,322
14000US36081070300,118
14000US36081070700,87
14000US36081070900,149
14000US36081071100,267
14000US36081071303,445
14000US36081071304,818
14000US36081071305,245
14000US36081071306,333
14000US36081071600,0
14000US36081071701,796
14000US36081071702,610
14000US36081071900,364
14000US36081072100,713
14000US36081072300,162
14000US36081072900,18
14000US36081073100,29
14000US36081073700,119
14000US36081073900,273
14000US36081074100,240
14000US36081074300,354
14000US36081074500,667
14000US36081074700,196
14000US36081074900,47
14000US36081075701,226
14000US36081075702,510
14000US36081076901,196
14000US36081076902,82
14000US36081077300,123
14000US36081077500,171
14000US36081077902,508
14000US36081077903,298
14000US36081077904,216
14000US36081077905,140
14000US36081077906,201
14000US36081077907,1202
14000US36081077908,707
14000US36081078800,56
14000US36081079000,99
14000US36081079200,311
14000US36081079300,0
14000US36081079701,1804
14000US36081079702,1153
14000US36081079900,1050
14000US36081080301,269
14000US36081080302,260
14000US36081080900,883
14000US36081081400,604
14000US36081081800,338
14000US36081083700,466
14000US36081083800,157
14000US36081084000,521
14000US36081084500,1314
14000US36081084601,205
14000US36081084602,196
14000US36081084901,1037
14000US36081084902,1686
14000US36081085300,1142
14000US36081085500,952
14000US36081085700,936
14000US36081085900,970
14000US36081086100,485
14000US36081086300,1502
14000US36081086400,473
14000US36081086500,862
14000US36081086900,224
14000US36081087100,678
14000US36081088400,649
14000US36081088902,758
14000US36081088903,630
14000US36081089201,498
14000US36081089202,0
14000US36081090700,262
14000US36081091602,0
14000US36081091603,144
14000US36081091604,0
14000US36081091800,0
14000US36081091900,570
14000US36081092200,53
14000US36081092500,622
14000US36081092800,96
14000US36081092900,264
14000US36081093401,278
14000US36081093402,430
14000US36081093800,928
14000US36081093900,417
14000US36081094201,342
14000US36081094202,1277
14000US36081094203,763
14000US36081094500,237
14000US36081094700,253
14000US36081095400,921
14000US36081096400,731
14000US36081097202,1514
14000US36081097204,291
14000US36081097205,1394
14000US36081097206,1213
14000US36081097207,0
14000US36081097300,40
14000US36081098100,134
14000US36081098700,145
14000US36081099100,300
14000US36081099200,1160
14000US36081099701,175
14000US36081099703,101
14000US36081099704,437
14000US36081099705,81
14000US36081099801,332
14000US36081099802,1624
14000US36081099900,0
14000US36081100801,139
14000US36081100803,1100
14000US36081100804,321
14000US36081101002,1099
14000US36081101003,426
14000US36081101004,1218
14000US36081101700,320
14000US36081102900,56
14000US36081103201,1847
14000US36081103202,1267
14000US36081103300,310
14000US36081103900,741
14000US36081104700,432
14000US36081105900,237
14000US36081107201,244
14000US36081107202,0
14000US36081108500,148
14000US36081109300,268
14000US36081109700,37
14000US36081109900,323
14000US36081111300,251
14000US36081112300,151
14000US36081112900,52
14000US36081113300,69
14000US36081113900,373
14000US36081114100,100
14000US36081114700,112
14000US36081115100,23
14000US36081115500,301
14000US36081115700,480
14000US36081115900,950
14000US36081116100,1024
14000US36081116301,1306
14000US36081116302,1345
14000US36081116700,563
14000US36081117100,307
14000US36081117500,395
14000US36081118100,334
14000US36081118500,271
14000US36081118700,262
14000US36081118900,230
14000US36081119100,400
14000US36081119300,261
14000US36081119500,104
14000US36081119900,132
14000US36081120100,203
14000US36081120300,194
14000US36081120500,875
14000US36081120701,114
14000US36081120702,0
14000US36081121100,0
14000US36081121500,683
14000US36081122300,201
14000US36081122702,2209
14000US36081122703,313
14000US36081122704,234
14000US36081124100,400
14000US36081124700,420
14000US36081125700,462
14000US36081126500,216
14000US36081126700,850
14000US36081127700,28
14000US36081128300,0
14000US36081129102,55
14000US36081129103,304
14000US36081129104,161
14000US36081130100,83
14000US36081133300,293
14000US36081133900,132
14000US36081134100,372
14000US36081134701,827
14000US36081134702,508
14000US36081136700,533
14000US36081137700,587
14000US36081138501,305
14000US36081138502,6
14000US36081139900,72
14000US36081140300,112
14000US36081140901,30
14000US36081140902,215
14000US36081141700,900
14000US36081142900,112
14000US36081143500,56
14000US36081144100,293
14000US36081144700,520
14000US36081145101,98
14000US36081145102,188
14000US36081145900,188
14000US36081146300,178
14000US36081146700,187
14000US36081147100,237
14000US36081147900,418
14000US36081148300,129
14000US36081150701,49
14000US36081150702,89
14000US36081152901,744
14000US36081152902,263
14000US36081155101,202
14000US36081155103,464
14000US36081155104,307
14000US36081156700,423
14000US36081157101,331
14000US36081157102,172
14000US36081157901,608
14000US36081157902,59
14000US36081157903,256
14000US36081161700,406
14000US36081162100,634
14000US36081990100,0